cooldown_blocked,cooldown_required_seconds,event,final_decision_allow_true_false,final_reason,inst_id,last_exit_reason,last_trade_pnl,price,recent_stopout_present,recent_trade_penalty,recovery_atr_actual,recovery_atr_required,recovery_blocked,seconds_since_last_close,side,timeframe,ts
False,,reentry_check,True,ok,AXS-USDT-SWAP,,,1.0632,False,,,,False,,long,5m,2026-03-16 17:12:44
False,,reentry_check,True,ok,AXS-USDT-SWAP,,,1.0632,False,,,,False,,short,5m,2026-03-16 17:12:44
False,,reentry_check,True,ok,BAND-USDT-SWAP,,,0.2367,False,,,,False,,long,5m,2026-03-16 17:12:44
False,,reentry_check,True,ok,BAND-USDT-SWAP,,,0.2367,False,,,,False,,short,5m,2026-03-16 17:12:44
False,,reentry_check,True,ok,BCH-USDT-SWAP,,,478.5,False,,,,False,,long,5m,2026-03-16 17:12:44
False,,reentry_check,True,ok,BCH-USDT-SWAP,,,478.5,False,,,,False,,short,5m,2026-03-16 17:12:44
False,,reentry_check,True,ok,BNB-USDT-SWAP,,,723.3,False,,,,False,,long,5m,2026-03-16 17:12:45
False,,reentry_check,True,ok,BNB-USDT-SWAP,,,723.3,False,,,,False,,short,5m,2026-03-16 17:12:45
,,reentry_check,True,scan,BNB-USDT-SWAP,,,723.3,False,0.0,,,,,scan,5m,2026-03-16 17:12:45
False,,reentry_check,True,ok,BOME-USDT-SWAP,,,0.000482,False,,,,False,,long,5m,2026-03-16 17:12:45
False,,reentry_check,True,ok,BOME-USDT-SWAP,,,0.000482,False,,,,False,,short,5m,2026-03-16 17:12:45
False,,reentry_check,True,ok,BRETT-USDT-SWAP,,,0.0081,False,,,,False,,long,5m,2026-03-16 17:12:46
False,,reentry_check,True,ok,BRETT-USDT-SWAP,,,0.0081,False,,,,False,,short,5m,2026-03-16 17:12:46
False,,reentry_check,True,ok,BTC-USDT-SWAP,,,73347.3,False,,,,False,,long,5m,2026-03-16 17:12:46
False,,reentry_check,True,ok,BTC-USDT-SWAP,,,73347.3,False,,,,False,,short,5m,2026-03-16 17:12:46
False,,reentry_check,True,ok,CAT-USDT-SWAP,,,2.057e-06,False,,,,False,,long,5m,2026-03-16 17:12:46
False,,reentry_check,True,ok,CAT-USDT-SWAP,,,2.057e-06,False,,,,False,,short,5m,2026-03-16 17:12:46
False,,reentry_check,True,ok,CATI-USDT-SWAP,,,0.0309,False,,,,False,,long,5m,2026-03-16 17:12:47
False,,reentry_check,True,ok,CATI-USDT-SWAP,,,0.0309,False,,,,False,,short,5m,2026-03-16 17:12:47
False,,reentry_check,True,ok,CELO-USDT-SWAP,,,0.0841,False,,,,False,,long,5m,2026-03-16 17:12:47
False,,reentry_check,True,ok,CELO-USDT-SWAP,,,0.0841,False,,,,False,,short,5m,2026-03-16 17:12:47
,,reentry_check,True,scan,CELO-USDT-SWAP,,,0.0841,False,0.0,,,,,scan,5m,2026-03-16 17:12:47
False,,reentry_check,True,ok,CFX-USDT-SWAP,,,0.06496,False,,,,False,,long,5m,2026-03-16 17:12:47
False,,reentry_check,True,ok,CFX-USDT-SWAP,,,0.06496,False,,,,False,,short,5m,2026-03-16 17:12:47
False,,reentry_check,True,ok,CHZ-USDT-SWAP,,,0.0396,False,,,,False,,long,5m,2026-03-16 17:12:48
False,,reentry_check,True,ok,CHZ-USDT-SWAP,,,0.0396,False,,,,False,,short,5m,2026-03-16 17:12:48
False,,reentry_check,True,ok,COMP-USDT-SWAP,,,19.41,False,,,,False,,long,5m,2026-03-16 17:12:48
False,,reentry_check,True,ok,COMP-USDT-SWAP,,,19.41,False,,,,False,,short,5m,2026-03-16 17:12:48
False,,reentry_check,True,ok,CRV-USDT-SWAP,,,0.2544,False,,,,False,,long,5m,2026-03-16 17:12:49
False,,reentry_check,True,ok,CRV-USDT-SWAP,,,0.2544,False,,,,False,,short,5m,2026-03-16 17:12:49
False,,reentry_check,True,ok,DOGE-USDT-SWAP,,,0.10125,False,,,,False,,long,5m,2026-03-16 17:12:49
False,,reentry_check,True,ok,DOGE-USDT-SWAP,,,0.10125,False,,,,False,,short,5m,2026-03-16 17:12:49
False,,reentry_check,True,ok,DOT-USDT-SWAP,,,1.598,False,,,,False,,long,5m,2026-03-16 17:12:49
False,,reentry_check,True,ok,DOT-USDT-SWAP,,,1.598,False,,,,False,,short,5m,2026-03-16 17:12:49
False,,reentry_check,True,ok,ENA-USDT-SWAP,,,0.1162,False,,,,False,,long,5m,2026-03-16 17:12:50
False,,reentry_check,True,ok,ENA-USDT-SWAP,,,0.1162,False,,,,False,,short,5m,2026-03-16 17:12:50
False,,reentry_check,True,ok,ETC-USDT-SWAP,,,8.58,False,,,,False,,long,5m,2026-03-16 17:12:50
False,,reentry_check,True,ok,ETC-USDT-SWAP,,,8.58,False,,,,False,,short,5m,2026-03-16 17:12:50
False,,reentry_check,True,ok,ETH-USDT-SWAP,,,2320.0,False,,,,False,,long,5m,2026-03-16 17:12:50
False,,reentry_check,True,ok,ETH-USDT-SWAP,,,2320.0,False,,,,False,,short,5m,2026-03-16 17:12:50
False,,reentry_check,True,ok,ETHFI-USDT-SWAP,,,0.754,False,,,,False,,long,5m,2026-03-16 17:12:51
False,,reentry_check,True,ok,ETHFI-USDT-SWAP,,,0.754,False,,,,False,,short,5m,2026-03-16 17:12:51
False,,reentry_check,True,ok,ETHW-USDT-SWAP,,,0.392,False,,,,False,,long,5m,2026-03-16 17:12:51
False,,reentry_check,True,ok,ETHW-USDT-SWAP,,,0.392,False,,,,False,,short,5m,2026-03-16 17:12:51
False,,reentry_check,True,ok,FIL-USDT-SWAP,,,0.939,False,,,,False,,long,5m,2026-03-16 17:12:51
